Plot,LA_SN,LA_NN,DTF_NN,DTF_SN,Plot_Yield_NN,Plot_Yield_SN
297,42.2369825079521,34.8568666955321,71.793313121982,69.426316585585,307.697839397228,686.73328131741
298,47.1621264954966,47.4326633214192,66.74729629639,64.4590559571196,331.049701323789,646.769784575951
299,39.7896388219483,36.4590838586966,68.2496850117492,60.8465027727811,307.723974636072,657.383661920406
30,40.2162136019861,30.416913973792,73.511501443202,67.6200399934158,303.673012615333,663.01403473854
300,49.9605539640043,37.1857241944986,67.9492072686774,64.4590559571196,305.83352569306,722.734765824091
301,45.1644081854162,44.9800821834845,64.0429966087433,60.3949336247388,320.447682016542,650.467662661744
302,37.4578256276826,35.6575477418369,75.7616285885455,68.9747474375427,283.088185410054,807.601067893032
303,40.9428553862972,37.0625169870696,69.7520737271085,62.3668834752636,301.660599224385,529.312676933201
304,41.4993104584709,39.1741749229613,70.504671881067,66.2653325492888,NA,NA
305,40.5437020432065,35.4205341543373,74.2592398731862,64.8370352533614,306.96075949644,585.989830883536
306,57.5789965072556,57.7998422360014,65.2449075810307,63.1902674012962,308.956150885332,616.392332084255
307,39.7517672889217,36.0420364504472,75.4611508454737,74.3935772140504,351.71682739589,789.331235018211
308,49.1905789334245,35.6630438771641,76.088783925032,68.5231782895004,344.849155025285,1021.41766149654
309,34.723084596481,40.0696699644889,64.643952094887,63.1902674012962,313.475832585473,685.740186062753
31,51.9420839996695,53.2146725125212,71.2544624424677,71.2325931777542,326.265570162469,650.204795048926
310,46.7020679080343,38.0540184598875,70.3530292132522,65.6604191793939,279.025280051948,499.520379416558
312,38.5719377621506,38.7811676187971,70.653506956324,64.9106251051619,309.917785289617,471.67525721367
313,31.2802659303569,34.296385079327,81.2433488886921,84.3280984709812,NA,NA
314,48.7756682074847,39.4650575319351,74.800142684117,66.7169016973311,302.392385912003,778.784032238748
315,60.829245158137,54.1498165673788,57.618259471917,54.9564281409705,321.810868372706,668.930639675809
316,47.4802920343825,52.875268131524,61.9396524072404,59.0402261806119,308.427251962975,494.285140366802
317,40.1547453462913,45.4626775330886,64.0429966087433,61.2980719208234,316.216490637687,660.636827397674
318,44.6930381595709,46.1862179954265,64.3434743518152,63.555917661035,330.015944339182,584.877106518457
319,47.8710169842285,28.8104885474064,72.4563734147551,63.1902674012962,312.866797462759,667.972490555839
32,42.0690380328745,39.04666646694,78.1272228871288,69.7773388095568,297.452825770585,496.864198674111
320,33.7082620303008,28.3192529516174,79.5251605674721,72.1357314738389,291.441720836586,538.342716417532
321,35.1408764349432,44.5185421658142,62.8410856364559,60.7201156231985,290.444688602838,507.70315513525
322,51.184791621677,39.1360817048211,75.1606731024018,64.0074868090773,299.151616295411,584.275644926056
323,44.3590240629431,37.2350102278244,83.8206313705221,72.5873006218812,334.434188734106,451.997263114273
324,51.1925430178046,44.9748152148734,69.4515959840366,64.8370352533614,333.165297013217,827.989433121131
326,43.858207751902,40.5768964246046,71.8554179286114,64.9106251051619,282.92791300934,549.77972506859
327,36.1593087261303,35.4363350601706,51.4229313997256,50.460412367808,298.041600396692,466.841602287241
328,38.3414318032952,36.6389922115325,69.7520737271085,65.3621942532042,317.359166023034,649.358299236006
329,39.2321982016228,40.3309806404932,79.0668837623358,73.8942584397196,306.96075949644,540.36813191528
331,47.9565498434622,37.0427604865563,74.2592398731862,64.0136513273288,319.333788831578,651.496991085793
332,49.8425314539333,64.0149067440013,64.9444298379589,65.3621942532042,347.214320528566,565.891908156687
336,41.8604894418215,37.0927613827947,72.1558956716833,68.0716091414581,309.231106742712,654.165540747537
337,43.3587781743819,38.1020777997518,73.511501443202,73.4904389179658,321.68890392477,520.830622339814
338,39.2824641067038,42.4347551110495,72.1558956716833,71.2325931777542,309.757512888903,539.075935878414
339,46.2173817057099,39.6043329542902,70.504671881067,64.8370352533614,301.216300164046,528.307635571194
34,44.2313949649347,36.3602044219087,71.2544624424677,70.7810240297119,NA,NA
340,38.8187893819931,31.7569066171584,72.4563734147551,68.1305709574916,313.700232584947,820.253093629423
341,39.9268840960293,38.5822408046247,72.4563734147551,71.6841623257966,300.181236946227,579.744216705349
343,51.1148954030488,43.0869421244242,64.061465676492,63.1043485129927,324.798997347144,522.098466254942
345,47.2620124110007,34.8622354815607,71.2544624424677,64.9106251051619,314.67787559083,600.757615822732
346,51.2780758770383,34.8833033560051,70.0525514701803,66.4838031054265,290.70112444398,704.403855884519
347,54.9532279048105,61.4526669839061,66.1463408102463,60.3949336247388,343.206362917964,626.405041689193
348,32.6018334277947,28.9421627626839,75.7616285885455,68.0716091414581,294.403416900479,691.514109414042
349,55.8598846763085,47.5213746629372,64.920559837102,56.330811292358,333.47782819461,673.236026304267
35,50.9228913538139,47.7755550058077,67.9492072686774,66.2653325492888,301.263075651048,455.298559488241
350,50.2659370427726,35.8247315829072,69.7520737271085,65.6604191793939,352.349903378711,735.941473273351
353,44.3499537974603,44.5429237887632,66.74729629639,62.201210216908,315.18273365308,691.699003318332
354,39.1328355953655,31.1806244224016,73.3578066439707,70.7810240297119,279.065348152127,579.564745033562
355,NA,NA,78.766406019264,74.7176423657522,NA,NA
357,56.7895920436922,46.1567489854225,72.222860202287,65.3621942532042,296.478944489729,754.536517361908
358,50.1233822773831,35.6259459301703,70.653506956324,64.0136513273288,312.145571659545,708.973376661963
359,56.8203261715395,51.9705890859784,62.772824435577,61.7496410688657,313.133969076672,580.155152201887
360,45.5946859752796,38.4724766571146,71.5549401855396,68.5231782895004,290.814475104342,521.990232724291
361,37.5899542647915,34.7523818477759,73.511501443202,69.426316585585,NA,NA
367,34.6276792795409,34.1762802503489,73.0573289008988,67.3071870314591,345.337985847463,600.562930632641
368,40.658683921691,38.8028187920042,77.8649727900485,74.8451463620927,309.022024831965,446.107071591904
37,41.93732476144,39.7499741991146,69.645577720457,65.3621942532042,303.394698580548,572.865049689896
370,36.7125230273834,38.7545252851639,71.5549401855396,72.5873006218812,311.889135818402,456.962985115195
371,61.3996247154837,52.9665499603458,73.0573289008988,69.8778857336273,341.018644648214,726.089269516203
372,38.8792790406245,39.9501859111868,78.766406019264,74.8451463620927,NA,NA
374,41.299242299771,34.1195929073955,66.4468185533181,63.1902674012962,292.600352392444,570.232218100638
375,45.7184400268465,42.2802779999438,74.5597176162581,69.7773388095568,310.831337973688,610.7928159245
376,49.6515908511354,38.5385795721088,70.0525514701803,62.201210216908,299.051316521192,680.895916624838
377,55.6293787174531,52.9100440426245,60.625089034052,56.330811292358,295.012452023193,519.668432084279
378,48.6984832733311,46.3360134073752,65.5453853241026,59.4917953286542,299.918249968153,393.632093062226
379,37.3963573719878,35.5680092754482,67.9492072686774,65.3621942532042,299.267684262156,498.854661144246
38,41.7269065959396,40.517802190537,67.068295238627,56.6031959930356,319.371579413982,509.247744027414
380,53.9563072183089,49.2292287206832,66.638748158322,63.555917661035,300.253359526549,489.134524461591
382,40.1588041766547,39.0258653210072,75.1606731024018,73.0708745136871,285.660557441518,411.25621123171
384,42.9671330548285,47.8558470451453,55.6296198027315,52.4862763628728,313.419737245223,527.769220555833
385,54.5906678206351,42.7850991171559,70.653506956324,65.8137634012465,327.238286305868,776.063450504201
386,45.3180788246531,48.2244106935872,56.531053031947,54.9761038482311,322.707522866613,668.323131133143
387,41.8409504082512,51.5690599159711,64.3434743518152,63.1902674012962,335.208770122323,598.947685586558
388,43.4970817496951,43.1577110440438,61.3386969210966,54.0729655521464,293.826436257908,490.613675695908
389,55.7890502305867,65.4309764975964,65.350106917407,63.555917661035,321.096505177651,556.435905623017
390,35.3986390619074,39.1078242847283,76.6630618177611,71.2325931777542,273.744304448414,466.471814478662
391,33.3778701559414,33.766773589654,73.8966584717903,73.0388697699235,291.70307322502,579.574057074119
392,61.2076229217547,61.6750759361987,68.786483559847,67.1684708453734,303.690436107895,407.094457786792
393,64.780465284014,69.9244455256559,61.0382191780248,57.6855187364849,311.648727217331,658.286033471706
394,39.7244675564278,39.3674575881996,61.6391746641685,62.6527793649503,332.918344881184,630.842495392144
395,53.1322308298525,54.6133677731871,62.2401301503122,57.2339495884426,283.520920891983,472.38841941593
396,36.2854600394028,34.4709497360559,76.6630618177611,75.296715510135,272.261784741808,448.478635960335
399,35.3689640595665,27.2154086257232,80.869750220767,75.5410262917848,294.368867587055,480.065650194847
40,61.0232181546704,59.959340913454,62.8410856364559,62.6527793649503,293.417741636087,413.935532245508
400,42.1606353998034,37.0548165366053,73.9587621301144,72.2474905876545,NA,NA
402,44.1132285613043,44.269041420986,64.9444298379589,59.8967316971659,NA,NA
404,44.0810301787956,45.2035190017823,65.6137349907758,59.4917953286542,297.818719114394,516.736543030543
405,39.175176295467,46.8656569462585,63.4420411225996,61.5434995492311,322.683482006506,630.155746604783
406,43.1096878202181,41.7480943510503,67.068295238627,64.0136513273288,338.502574247407,691.936724052419
407,47.20176397679,49.9817834433928,70.653506956324,69.7773388095568,NA,NA
408,44.663534762964,48.4629081744108,58.63439723345,57.4265799190682,305.662553050654,571.808513093955
409,56.4207825095234,57.9875232065124,59.2353527195937,54.9761038482311,292.792679273301,563.382633741327
41,42.1447801244099,43.8261888024504,55.470524070392,53.6213964041041,316.496703141199,370.142090343764
410,40.7156431795062,41.291928839196,69.4515959840366,68.0716091414581,282.190659966055,643.071906490159
411,59.1791704838269,57.8229314388558,67.497842318932,66.2653325492888,353.277695940253,878.389019821063
415,49.8963385632684,34.6699879553037,62.5406078933841,64.9106251051619,297.923260069768,446.755707911179
416,43.5801185460035,38.6212862560694,65.2449075810307,60.7201156231985,NA,NA
417,51.6339420972922,50.3260553237514,56.8315307750189,51.3635506638926,286.566096505553,495.896358675612
418,48.2984620363497,47.8634331785259,72.756851157827,72.5873006218812,334.530017943198,518.83153130084
419,45.4777211968946,38.1459786049677,72.4563734147551,62.3668834752636,NA,NA
42,45.271977632882,42.8840575380898,66.209201078017,65.8137634012465,291.450432582867,318.556691046956
420,61.7174116979983,56.6321159254854,58.63439723345,58.5886570325696,300.806299309013,401.283506509117
421,54.6242119914249,46.7151376099305,67.8727141219616,62.201210216908,NA,NA
422,55.1241187823195,56.1609538714595,59.5358304626655,58.1370878845272,299.334562967316,666.368538430652
423,44.5446508519982,44.4446375544929,79.9683169915514,74.3935772140504,277.061943143199,531.035604982356
424,45.4475859726064,46.0239937042211,52.624842372013,52.4862763628728,NA,NA
425,45.2566105689583,40.3033689387169,73.0573289008988,66.2653325492888,299.884733004906,726.670364643971
426,42.9054497886329,37.4879045680919,69.4515959840366,60.8465027727811,283.248457810769,600.493481673746
427,41.783654122203,51.4215847948603,65.5453853241026,64.0074868090773,365.788744178599,671.360673846472
428,42.6107461413547,41.9224411138739,77.806972246252,73.0708745136871,287.41689405469,462.90815837201
43,45.271977632882,42.8840575380898,66.209201078017,65.8137634012465,291.450432582867,318.556691046956
44,48.4375928011634,42.8301543848396,68.356936479542,63.1043485129927,326.938714245469,653.690099279363
45,37.1356516774092,40.5801538351772,78.1654505331203,73.9420080660081,NA,NA
47,57.4119581326018,56.0066491597899,64.920559837102,64.4590559571196,341.569108938375,510.18601613571
50,43.4740311538096,43.7148813010797,64.8607419470472,63.1043485129927,315.730069468457,642.147436968711
51,38.2261788238674,30.0397061636168,74.800142684117,71.6841623257966,312.987001763295,531.554468788612
52,62.2295326726805,55.6825624012405,64.9444298379589,62.6527793649503,334.255149338074,708.49793519379
53,NA,NA,68.786483559847,65.8137634012465,295.300942344479,549.383523845112
54,50.4797691908569,46.9190935813895,65.350106917407,63.1902674012962,320.087069114935,721.921675095013
58,60.6296684865916,51.8550823290137,64.0429966087433,65.6604191793939,NA,NA
6,46.0941155527998,36.4003014609932,73.3578066439707,64.4590559571196,291.764055448988,647.32446628882
61,57.5882096885443,61.6289699631728,68.5501627548211,69.7773388095568,328.044593810397,619.335667501562
62,42.4213872750364,36.3201677303282,74.5597176162581,68.5231782895004,265.458221331488,577.411084972118
63,34.1462233521262,32.7653649029797,66.638748158322,67.1684708453734,294.723961701908,519.477629319273
64,34.9270442868589,34.4574652871699,66.1463408102463,59.8967316971659,334.375353638609,657.240084582977
65,52.6226566905999,44.6782624962746,67.068295238627,60.8465027727811,296.851715277185,608.100740847695
66,62.7822454439736,67.675449928716,52.0238868858693,50.8395085108076,300.429659167334,525.400194488244
67,35.707066209278,38.423673735015,63.4420411225996,60.3949336247388,303.907570262833,403.55506019039
68,62.1987985448331,56.0151810023694,63.7425188656714,62.201210216908,296.118331588122,607.677930526143
69,45.9865461053339,46.6763252858091,69.1511182409648,63.555917661035,322.333573149576,574.252383548666
7,38.9637978922048,47.9687604319954,64.3434743518152,61.7496410688657,305.920643155872,724.557291452089
70,59.4865117623008,53.7942727810444,64.920559837102,61.7496410688657,330.487767668741,651.761919991771
71,50.5286287636435,40.6740282548321,70.504671881067,67.1684708453734,283.777356733125,455.872868837959
72,39.8320370038937,42.5625753331956,68.786483559847,66.7169016973311,272.534247823022,366.81400006655
73,39.9626570472451,29.1897102874056,63.4420411225996,63.1043485129927,290.220307241838,435.673772706989
75,63.0975863292021,61.1378634229311,62.2401301503122,59.0402261806119,306.936718636332,401.494813828305
76,52.402295293477,49.7587252215872,61.054636114357,55.8792421443157,334.824116360609,738.576646236846
77,47.8229102442155,51.1312399853683,65.779653997712,60.3949336247388,342.614518492114,759.264518628743
78,55.7215811009953,48.5826887134772,63.4420411225996,61.7496410688657,278.656653530306,436.386934909249
79,48.6761294046496,44.5955934748742,65.8458630671744,64.9106251051619,319.606251912793,464.272143077591
80,46.232419128113,50.3664225593825,63.7425188656714,60.8465027727811,309.404913607332,733.564265932484
81,50.2739569400451,50.7948155301393,62.540607893384,52.2666889599772,305.975084232047,642.332330873
82,43.0360698319843,46.7034809683887,62.343277355272,54.9564281409705,304.526763750887,464.343931746306
83,53.2782179371276,44.7834622708692,61.9396524072404,60.8465027727811,340.77634002679,551.892798260472
84,51.3681492171488,41.9766819191587,62.2401301503122,62.6527793649503,316.545049059151,679.654486124607
85,46.0385751677994,31.0792669762989,64.491012756797,56.7823804404003,300.589931568049,687.235136200482
86,43.452544805437,47.7706615223419,64.3434743518151,63.1902674012962,NA,NA
87,36.9965485139369,40.3135479940496,67.9492072686774,69.426316585585,319.053312130329,678.202375847699
88,33.986182835288,43.7094631477865,72.1558956716833,69.7773388095568,NA,NA
89,47.0699241119544,44.6008604434853,69.4515959840366,66.7169016973311,301.471429771977,847.009882921622
90,55.3220374389792,44.952117706601,73.081954362897,66.2653325492888,301.425382074794,488.923217142403
91,49.6118784519053,44.8599550653972,68.786483559847,63.1902674012962,330.662002594364,774.112037250673
92,44.4882573727735,34.4303440554505,73.3578066439707,67.1684708453734,314.501575950044,743.073095295951
93,56.4528138606783,53.0280102212459,65.2449075810307,63.1902674012962,358.720731307102,805.699051485186
94,50.0663603712273,50.7421458440283,58.3339194903781,57.4265799190682,317.522710703508,666.429034178471
95,53.0630790421959,46.3389600851484,71.2544624424677,69.426316585585,306.632201074975,498.749007484652
96,58.1265266050537,46.3569606974946,65.350106917407,62.6527793649503,325.408819586825,811.03481182984
97,47.3081136027717,55.1538385874063,65.8458630671744,59.9433644766965,331.254401341483,1036.10352018012
98,46.5923730996709,44.2359607204222,61.0382191780248,57.2339495884426,321.842051902756,774.954087078463
99,41.7068188025846,42.2784422763899,72.222860202287,69.8778857336273,312.890040180799,515.680006434602
